0;Paris;Paris;2024-05-23;BA-326-AV;782687415;0
0;Paris;Paris;2024-05-23;HI-096-TY;27583674635;1
0;Paris;Paris;2024-05-24;FA-235-FB;782687415;2
0;Paris;Paris;2024-05-24;BA-326-AV;27583674635;3
0;Paris;Paris;2024-05-24;HI-096-TY;352782442;4
0;Paris;Paris;2024-05-25;FA-235-FB;782687415;5
0;Paris;Paris;2024-05-25;BA-326-AV;27583674635;6
0;Paris;Paris;2024-05-25;HI-096-TY;352782442;7
0;Paris;Paris;2024-05-26;FA-235-FB;782687415;8
0;Paris;Paris;2024-05-26;BA-326-AV;27583674635;9
0;Paris;Paris;2024-05-26;HI-096-TY;352782442;10
0;Paris;Paris;2024-05-27;FA-235-FB;782687415;11
0;Paris;Paris;2024-05-27;BA-326-AV;27583674635;12
0;Paris;Paris;2024-05-27;HI-096-TY;352782442;13
0;Paris;Paris;2024-05-28;FA-235-FB;782687415;14
0;Paris;Paris;2024-05-28;BA-326-AV;27583674635;15
0;Paris;Paris;2024-05-28;HI-096-TY;352782442;16
0;Paris;Paris;2024-05-29;FA-235-FB;782687415;17
0;Paris;Paris;2024-05-29;BA-326-AV;27583674635;18
0;Paris;Paris;2024-05-29;HI-096-TY;352782442;19
0;Paris;Paris;2024-05-30;FA-235-FB;782687415;20
0;Paris;Paris;2024-05-30;BA-326-AV;27583674635;21
0;Paris;Paris;2024-05-30;HI-096-TY;352782442;22
0;Paris;Paris;2024-05-31;FA-235-FB;782687415;23
0;Paris;Paris;2024-05-31;BA-326-AV;27583674635;24
0;Paris;Paris;2024-05-31;HI-096-TY;352782442;25
0;Paris;Paris;2024-06-01;FA-235-FB;782687415;26
0;Paris;Paris;2024-06-01;BA-326-AV;27583674635;27
0;Paris;Paris;2024-06-01;HI-096-TY;352782442;28
0;Paris;Paris;2024-06-02;FA-235-FB;782687415;29
0;Paris;Paris;2024-06-02;BA-326-AV;27583674635;30
0;Paris;Paris;2024-06-02;HI-096-TY;352782442;31
0;Paris;Paris;2024-06-03;FA-235-FB;782687415;32
0;Paris;Paris;2024-06-03;BA-326-AV;27583674635;33
0;Paris;Paris;2024-06-03;HI-096-TY;352782442;34
0;Paris;Paris;2024-06-04;FA-235-FB;782687415;35
0;Paris;Paris;2024-06-04;BA-326-AV;27583674635;36
0;Paris;Paris;2024-06-04;HI-096-TY;352782442;37
0;Paris;Paris;2024-06-05;FA-235-FB;782687415;38
0;Paris;Paris;2024-06-05;BA-326-AV;27583674635;39
0;Paris;Paris;2024-06-05;HI-096-TY;352782442;40
0;Paris;Paris;2024-06-06;FA-235-FB;782687415;41
0;Paris;Paris;2024-06-06;BA-326-AV;27583674635;42
0;Paris;Paris;2024-06-06;HI-096-TY;352782442;43
